1.0000000000000001e-01,1.0000000000000001e-01,1.0000000000000001e-01
1.0006803759608181e-01,1.0252400982571644e-01,1.0010893306820100e-01
1.0025767699385017e-01,1.0511201585424407e-01,1.0021829601113660e-01
1.0056615242336124e-01,1.0776562602814102e-01,1.0032809460908192e-01
1.0099090657610121e-01,1.1048648985688822e-01,1.0043833600070821e-01
1.0152958393779710e-01,1.1327629922744989e-01,1.0054902867733310e-01
1.0218004231592887e-01,1.1613678754608706e-01,1.0066018248188476e-01
1.0294033341534324e-01,1.1906973244031455e-01,1.0077180855994089e-01
1.0380868119809032e-01,1.2207695829226826e-01,1.0088391933344119e-01
1.0478348185299916e-01,1.2516033624220932e-01,1.0099652850065734e-01
1.0586330142735033e-01,1.2832178474721664e-01,1.0110965105255344e-01
1.0704687798922420e-01,1.3156327012239197e-01,1.0122330329651476e-01
1.0833311952752356e-01,1.3488680712064419e-01,1.0133750281401545e-01
1.0972107823564052e-01,1.3829446372512777e-01,1.0145226854915308e-01
1.1120994914517371e-01,1.4178836141832132e-01,1.0156762081500467e-01
1.1279907009141647e-01,1.4537067519346591e-01,1.0168358129411170e-01
1.1448791719752166e-01,1.4904363551655006e-01,1.0180017313077751e-01
1.1627611607150434e-01,1.5280952615515730e-01,1.0191742083395625e-01
1.1816342402603966e-01,1.5667068941197812e-01,1.0203535043051179e-01
1.2014971953533932e-01,1.6062952934424390e-01,1.0215398958938586e-01
1.2223500223515125e-01,1.6468851176372531e-01,1.0227336762159776e-01
1.2441939285156041e-01,1.6885016427833174e-01,1.0239351548258722e-01
1.2670312942266171e-01,1.7311707930493650e-01,1.0251446595425605e-01
1.2908657843847671e-01,1.7749191000074840e-01,1.0263625340926960e-01
1.3157022057113260e-01,1.8197737749233697e-01,1.0275891413444317e-01
1.3415464289433193e-01,1.8657627501637833e-01,1.0288248654990735e-01
1.3684053888335246e-01,1.9129146791965440e-01,1.0300701120910803e-01
1.3962870841504799e-01,1.9612589365905506e-01,1.0313253079880641e-01
1.4252005630851719e-01,2.0108256380621226e-01,1.0325909028317078e-01
1.4551559509463968e-01,2.0616456483225390e-01,1.0338673698467972e-01
1.4861644889873438e-01,2.1137505468692408e-01,1.0351552025167012e-01
1.5182384074284067e-01,2.1671727603101565e-01,1.0364549232071674e-01
1.5513909185409153e-01,2.2219455700852120e-01,1.0377670836955420e-01
1.5856362166471269e-01,2.2781031124663162e-01,1.0390922651707732e-01
1.6209894781202464e-01,2.3356803785573882e-01,1.0404310782334103e-01
1.6574668563796510e-01,2.3947132379850797e-01,1.0417841649785835e-01
1.6950854975735741e-01,2.4552384831575549e-01,1.0431522032059673e-01
1.7338635942840591e-01,2.5172936936045121e-01,1.0445358933833748e-01
1.7738203150862067e-01,2.5809174575826460e-01,1.0459359766235497e-01
1.8149757970641489e-01,2.6461493982375667e-01,1.0473532369092399e-01
1.8573511458110406e-01,2.7130301736037837e-01,1.0487885010931941e-01
1.9009684354290798e-01,2.7816014766047437e-01,1.0502426388981669e-01
1.9458507085294979e-01,2.8519060350528064e-01,1.0517165629169151e-01
1.9920219820008470e-01,2.9239876313122637e-01,1.0532112307695708e-01
2.0395072957073862e-01,2.9978911885419235e-01,1.0547276548278786e-01
2.0883326767337373e-01,3.0736625953761204e-01,1.0562668811596496e-01
2.1385251733863725e-01,3.1513489589799759e-01,1.0578300148926890e-01
2.1901128648389381e-01,3.2309986510667038e-01,1.0594182251107184e-01
2.2431248611322360e-01,3.3126613078975808e-01,1.0610327448533721e-01
2.2975913031742315e-01,3.3963878302819639e-01,1.0626748711161987e-01
2.3535433627400365e-01,3.4822303835772606e-01,1.0643459648506590e-01
2.4110132517514951e-01,3.5702424177027181e-01,1.0660474536404185e-01
2.4700342871748468e-01,3.6604787758103852e-01,1.0677808465797942e-01
2.5306408050711554e-01,3.7529954845320107e-01,1.0695477037237332e-01
2.5928682720774288e-01,3.8478500510576141e-01,1.0713496723475563e-01
2.6567533111254554e-01,3.9451015246306553e-01,1.0731884949285538e-01
2.7223337014418159e-01,4.0448104965480486e-01,1.0750660091459871e-01
2.7896483785478660e-01,4.1470391001601375e-01,1.0769841478810874e-01
2.8587374342597627e-01,4.2518510108707380e-01,1.0789449392170571e-01
2.9296421333945599e-01,4.3593114760211643e-01,1.0809505113167711e-01
3.0024049880179110e-01,4.4694874295644971e-01,1.0830031116145090e-01
3.0770696330591391e-01,4.5824472590958787e-01,1.0851050648554982e-01
3.1536810119709358e-01,4.6982611686841624e-01,1.0872588275193756e-01
3.2322854086657227e-01,4.8170012387358851e-01,1.0894669973073279e-01
3.3129304475156823e-01,4.9387414259953133e-01,1.0917323131420927e-01
3.3956650933527455e-01,5.0635575635444174e-01,1.0940576551679584e-01
3.4805396514685649e-01,5.1915273608028389e-01,1.0964460447507635e-01
3.5676058018478374e-01,5.3227304593209179e-01,1.0989006556155680e-01
3.6569166598299374e-01,5.4572485189960773e-01,1.1014248316348757e-01
3.7485266443911586e-01,5.5951650015640519e-01,1.1040220368191098e-01
3.8424917341891091e-01,5.7365656060901127e-01,1.1066959360275369e-01
3.9388694921579609e-01,5.8815383100565222e-01,1.1094504029355270e-01
4.0377190655084377e-01,6.0301733693625015e-01,1.1122895200345535e-01
4.1391011857277854e-01,6.1825633183241946e-01,1.1152175786321913e-01
4.2430781685798219e-01,6.3388029696747428e-01,1.1182390788521192e-01
4.3497139853399558e-01,6.4989895249276430e-01,1.1213587566359576e-01
4.4590742587175158e-01,6.6632225586895499e-01,1.1245815802906818e-01
4.5712261977115831e-01,6.8316039216057500e-01,1.1279127146822489e-01
4.6862388943458949e-01,7.0042382104108813e-01,1.1313576290058783e-01
4.8041833332489314e-01,7.1812327829772360e-01,1.1349221003660041e-01
4.9251323916538614e-01,7.3626977583146680e-01,1.1386122137762748e-01
5.0491608393987708e-01,7.5487460165709441e-01,1.1424343621595605e-01
5.1763453389263336e-01,7.7394931990312488e-01,1.1463952463479427e-01
5.3067645872059521e-01,7.9350579213984196e-01,1.1505019391947743e-01
5.4404991538562730e-01,8.1355615243101376e-01,1.1547618096243627e-01
5.5776316213439603e-01,8.3411282910439311e-01,1.1591825671756634e-01
5.7182468457521418e-01,8.5518858440093781e-01,1.1637723743267153e-01
5.8624319568094463e-01,8.7679651447920703e-01,1.1685398465073370e-01
6.0102763578893414e-01,8.9895004941526058e-01,1.1734940520991026e-01
6.1618717260105726e-01,9.2166295320272484e-01,1.1786445124353567e-01
6.3173120256939996e-01,9.4494932579603774e-01,1.1840012092042169e-01
6.4766937071051023e-01,9.6882363222751744e-01,1.1895746931819083e-01
6.6401153736002938e-01,9.9330065360819542e-01,1.1953758952658154e-01
6.8076782119075252e-01,1.0183955509749385e+00,1.2014163310079019e-01
6.9794861474268344e-01,1.0441238882425377e+00,1.2077081809211319e-01
7.1556458442308568e-01,1.0705016322037872e+00,1.2142642904794898e-01
7.3362667050647057e-01,1.0975451525294644e+00,1.2210981701179736e-01
7.5214608713459752e-01,1.1252712217683301e+00,1.2282239952325980e-01
7.7113432957644001e-01,1.1536970258044077e+00,1.2356566533744809e-01
7.9060318592239021e-01,1.1828401808277023e+00,1.2434118262504294e-01
8.1056470810580228e-01,1.2127186920170967e+00,1.2515057726037879e-01
8.3103127234663587e-01,1.2433510407391193e+00,1.2599556886082344e-01
8.5201558505936503e-01,1.2747561930587630e+00,1.2687797449015131e-01
8.7353068285296454e-01,1.3069535997394615e+00,1.2779970865854301e-01
8.9558993253097574e-01,1.3399631962431913e+00,1.2876278332258820e-01
9.1820703109140678e-01,1.3738054027303199e+00,1.2976930788528118e-01
9.4139602595174487e-01,1.4085011524432716e+00,1.3082150532086123e-01
9.6517129675002344e-01,1.4440718669363495e+00,1.3192169878754265e-01
9.8954756501022068e-01,1.4805394701081311e+00,1.3307231270824404e-01
1.0145399499270709e+00,1.5179264662850180e+00,1.3427591377621545e-01
1.0401639687611006e+00,1.5562559407741059e+00,1.3553521125736204e-01
1.0664355368385050e+00,1.5955515598629997e+00,1.3685305699023823e-01
1.0933709675512309e+00,1.6358375708199389e+00,1.3823244538605156e-01
1.1209869743898102e+00,1.6771388046321276e+00,1.3967651534341582e-01
1.1493007043617545e+00,1.7194807214377765e+00,1.4118858369147219e-01
1.1783296793547207e+00,1.7628893331004092e+00,1.4277208840040950e-01
1.2080918715827424e+00,1.8073913051231427e+00,1.4443064953883566e-01
1.2386057327363813e+00,1.8530139958649074e+00,1.4616809545403772e-01
1.2698901939828207e+00,1.8997854565405909e+00,1.4798846277198732e-01
1.3019646659658450e+00,1.9477344312210021e+00,1.4989599639733930e-01
1.3348490388058374e+00,1.9968903568328704e+00,1.5189514951343172e-01
1.3685636957900016e+00,2.0472833806000930e+00,1.5399059962754755e-01
1.4031295263769155e+00,2.0989443779963719e+00,1.5618726934072527e-01
1.4385678815273681e+00,2.1519048982782691e+00,1.5849026529992205e-01
1.4749006801398297e+00,2.2061972999239310e+00,1.6090498835165465e-01
1.5121504177562937e+00,2.2618547616847771e+00,1.6343714314048341e-01
1.5503401665622789e+00,2.3189112825855029e+00,1.6609273810901262e-01
1.5894935753867974e+00,2.3774016819240318e+00,1.6887808549788802e-01
1.6296348697024778e+00,2.4373615992717022e+00,1.7179980134580583e-01
1.6707888854351072e+00,2.4988275339762080e+00,1.7486485666234694e-01
1.7129810257317299e+00,2.5618367980158698e+00,1.7808052654366066e-01
1.7562373038859316e+00,2.6264275689307381e+00,1.8145442308230630e-01
1.8005844224959993e+00,2.6926389819842980e+00,1.8499459737193344e-01
1.8460497735573884e+00,2.7605111302707690e+00,1.8870953963490272e-01
1.8926614384628637e+00,2.8300850647153162e+00,1.9260817922229775e-01
1.9404481880022897e+00,2.9014027940737348e+00,1.9669988461390756e-01
1.9894394947537422e+00,2.9745072972740050e+00,2.0099448625806227e-01
2.0396655449599090e+00,3.0494425358078923e+00,2.0550232065466736e-01
2.0911572032638857e+00,3.1262534250929686e+00,2.1023414772242160e-01
2.1439461379594627e+00,3.2049859634816253e+00,2.1520133234477767e-01
2.1980648319417022e+00,3.2856872433048032e+00,2.2041586209664632e-01
2.2535465827066692e+00,3.3684054508715997e+00,2.2589034724437093e-01
2.3104255023516096e+00,3.4531898664695388e+00,2.3163802074574458e-01
2.3687365298085865e+00,3.5400908734309122e+00,2.3767276668276285e-01
2.4285154336193777e+00,3.6291599561801831e+00,2.4400917008203554e-01
2.4897987888367981e+00,3.7204496933812718e+00,2.5066243752200884e-01
2.5526241101332192e+00,3.8140138706309061e+00,2.5764862073289024e-01
2.6170298620480819e+00,3.9099074886413829e+00,2.6498463630176905e-01
2.6830554589880693e+00,4.0081867632408219e+00,2.7268826567263588e-01
2.7507412652270755e+00,4.1089091253731205e+00,2.8077815514637849e-01
2.8201286184008909e+00,4.2121332265273832e+00,2.8927389702080053e-01
2.8912597766720975e+00,4.3179189009862071e+00,2.9819597601498465e-01
2.9641779974425737e+00,4.4263272332096015e+00,3.0756586198255659e-01
3.0389276311801199e+00,4.5374206107558042e+00,3.1740620385484736e-01
3.1155541216680311e+00,4.6512627243971476e+00,3.2774083025011469e-01
3.1941040060050980e+00,4.7679185681200327e+00,3.3859474947354151e-01
3.2746249235914751e+00,4.8874544360569052e+00,3.4999418477659477e-01
3.3571655975460777e+00,5.0099378768551555e+00,3.6196665656756349e-01
3.4417758183040053e+00,5.1354377188032361e+00,3.7454088965833804e-01
3.5285066047419282e+00,5.2640241195156126e+00,3.8774715765645951e-01
3.6174102172542164e+00,5.3957685674130484e+00,4.0161731750019908e-01
3.7085401577529407e+00,5.5307438817226195e+00,4.1618480945855968e-01
3.8019511737922005e+00,5.6690242071816881e+00,4.3148467695061993e-01
3.8976992416412770e+00,5.8106849309129265e+00,4.4755370617049323e-01
3.9958415059547661e+00,5.9558027075263436e+00,4.6443026717797875e-01
4.0964364705764975e+00,6.1044554588973208e+00,4.8215473717461610e-01
4.1995440278089964e+00,6.2567223631975608e+00,5.0076958656590387e-01
4.3052254584135028e+00,6.4126838548950786e+00,5.2031937896130143e-01
4.4135434346068525e+00,6.5724216142566441e+00,5.4085079245688428e-01
4.5245619777173838e+00,6.7360184183512732e+00,5.6241278643444581e-01
4.6383463828878009e+00,6.9035581926550700e+00,5.8505641911845563e-01
4.7549634364420799e+00,7.0751259158856143e+00,6.0883536426995599e-01
4.8744814486419372e+00,7.2508075839272470e+00,6.3380602157055099e-01
4.9969702536868024e+00,7.4306902098310221e+00,6.6002751662240233e-01
5.1225012113189079e+00,7.6148617920811459e+00,6.8756174080700083e-01
5.2511471006230162e+00,7.8034110664569205e+00,7.1647351598385112e-01
5.3829820689662435e+00,7.9964276069394851e+00,7.4683043136337335e-01
5.5180818723331750e+00,8.1940015598745966e+00,7.7870347785309479e-01
5.6565238977130399e+00,8.3962235917781793e+00,8.1216713911891258e-01
5.7983871630997381e+00,8.6031848893363705e+00,8.4729939158509993e-01
5.9437523073498228e+00,8.8149770549433271e+00,8.8418178857394936e-01
6.0927013655641549e+00,9.0316917589604451e+00,9.2289955539468405e-01
6.2453178139071612e+00,9.2534208514834742e+00,9.6354155818434228e-01
6.4016868021466173e+00,9.4802558517314566e+00,1.0062010075334706e+00
6.5618951618311065e+00,9.7122879062783003e+00,1.0509755045350566e+00
6.7260314062900095e+00,9.9496077890527275e+00,1.0979670407845246e+00
6.8941856677064113e+00,1.0192305591308509e+01,1.1472821540153648e+00
7.0664493141317237e+00,1.0440470396178412e+01,1.1990318521084546e+00
7.2429151690270759e+00,1.0694190179650059e+01,1.2533318805994722e+00
7.4236776857164379e+00,1.0953551066763993e+01,1.3103033598914580e+00
7.6088329479971648e+00,1.1218637319086795e+01,1.3700727940502166e+00
7.7984786700320976e+00,1.1489531332817924e+01,1.4327720715892742e+00
7.9927139731744168e+00,1.1766312854089350e+01,1.4985386814270383e+00
8.1916388901693065e+00,1.2049059032390000e+01,1.5675154047363795e+00
8.3953547629292533e+00,1.2337843578784540e+01,1.6398509696643075e+00
8.6039643346428551e+00,1.2632735959044401e+01,1.7157004747699371e+00
8.8175717497746451e+00,1.2933801393647558e+01,1.7952253890244261e+00
9.0362825465401837e+00,1.3241100801589475e+01,1.8785935622625500e+00
9.2602031096711670e+00,1.3554689353182070e+01,1.9659793344688712e+00
9.4894401714579164e+00,1.3874617070383792e+01,2.0575631943071300e+00
9.7241013002625110e+00,1.4200926848519254e+01,2.1535325300107684e+00
9.9642949307431063e+00,1.4533653646686862e+01,2.2540818466056991e+00
1.0210130363853821e+01,1.4872824487758626e+01,2.3594127659102533e+00
1.0461717738679324e+01,1.5218458303103692e+01,2.4697340238714807e+00
1.0719167026107634e+01,1.5570563641807428e+01,2.5852612546219351e+00
1.0982587487499549e+01,1.5929139916228614e+01,2.7062168349080786e+00
1.1252088203638698e+01,1.6294174047484056e+01,2.8328302283169231e+00
1.1527778057227987e+01,1.6665639436256154e+01,2.9653380230642470e+00
1.1809765732889696e+01,1.7043495962792967e+01,3.1039839319946201e+00
1.2098159699213051e+01,1.7427689892735842e+01,3.2490187706447284e+00
1.2393066797239758e+01,1.7818150383219265e+01,3.4006995445981931e+00
1.2694591108713659e+01,1.8214791543993616e+01,3.5592898061752805e+00
1.3002834620204069e+01,1.8617508040548433e+01,3.7250589376396555e+00
1.3317897107765377e+01,1.9026172746990692e+01,3.8982816594858476e+00
1.3639876136936948e+01,1.9440636746044614e+01,4.0792380304392042e+00
1.3968867062742927e+01,1.9860729329051505e+01,4.2682134474557749e+00
1.4304962212342058e+01,2.0286256027466418e+01,4.4654975933264653e+00
