i,t,y1,y2,y3,dy1,dy2,dy3
5002,50.009999999998620,-.054782880423331,-.369913294606316,1.607956130785121,-.369913294606316,-.540021469497817,.863164154473501
5003,50.019999999998618,-.058509151380416,-.375354655990233,1.616567596587024,-.375354655990233,-.548277022721465,.859108882226454
5004,50.029999999998616,-.062290251361949,-.380879363932228,1.625137899444805,-.380879363932228,-.556691238080745,.854930910130581
5005,50.039999999998614,-.066127021812399,-.386489018796184,1.633665792472489,-.386489018796184,-.565266867361184,.850626238349963
5006,50.049999999998612,-.070020320317780,-.392185248558631,1.642149988108250,-.392185248558631,-.574006680939007,.846190730813005
5007,50.059999999998610,-.073971020882674,-.397969708983283,1.650589156729746,-.397969708983283,-.582913465472025,.841620110731761
5008,50.069999999998608,-.077980014208872,-.403844083771417,1.658981925224062,-.403844083771417,-.591990021376581,.836909956002825
5009,50.079999999998606,-.082048207975395,-.409810084685906,1.667326875511062,-.409810084685906,-.601239160076881,.832055694489730
5010,50.089999999998604,-.086176527119608,-.415869451646539,1.675622543018981,-.415869451646539,-.610663701012274,.827052599187207
5011,50.099999999998602,-.090365914119143,-.422023952794142,1.683867415111070,-.422023952794142,-.620266468387286,.821895783268008
5012,50.109999999998600,-.094617329274282,-.428275384520853,1.692059929462120,-.428275384520853,-.630050287648435,.816580195013515
5013,50.119999999998598,-.098931750990480,-.434625571463721,1.700198472383727,-.434625571463721,-.640017981671044,.811100612629833
5014,50.129999999998596,-.103310176060606,-.441076366458656,1.708281377097153,-.441076366458656,-.650172366638396,.805451638951629
5015,50.139999999998594,-.107753619946537,-.447629650451551,1.716306921952668,-.447629650451551,-.660516247594714,.799627696036622
5016,50.149999999998592,-.112263117059612,-.454287332363227,1.724273328594315,-.454287332363227,-.671052413652562,.793623019654303
5017,50.159999999998590,-.116839721039505,-.461051348904636,1.732178760069047,-.461051348904636,-.681783632834289,.787431653673215
5018,50.169999999998588,-.121484505030983,-.467923664338563,1.740021318879246,-.467923664338563,-.692712646526212,.781047444351972
5019,50.179999999998586,-.126198561957991,-.474906270183836,1.747799044977704,-.474906270183836,-.703842163523241,.774464034540078
5020,50.189999999998584,-.130983004794480,-.482001184857847,1.755509913704188,-.482001184857847,-.715174853640635,.767674857795631
5021,50.199999999998582,-.135838966831331,-.489210453252916,1.763151833662792,-.489210453252916,-.726713340868554,.760673132428076
5022,50.209999999998580,-.140767601938693,-.496536146241813,1.770722644539392,-.496536146241813,-.738460196044008,.753451855475329
5023,50.219999999998578,-.145770084823004,-.503980360107477,1.778220114858583,-.503980360107477,-.750417929013784,.746003796625938
5024,50.229999999998576,-.150847611277901,-.511545215891705,1.785641939679608,-.511545215891705,-.762588980260787,.738321492098309
5025,50.239999999998574,-.156001398428198,-.519232858657302,1.792985738230925,-.519232858657302,-.774975711965219,.730397238490566
5026,50.249999999998572,-.161232684966022,-.527045456657893,1.800249051483192,-.527045456657893,-.787580398470876,.722223086616273
5027,50.259999999998570,-.166542731378165,-.534985200409298,1.807429339660598,-.534985200409298,-.800405216125806,.713790835343023
5028,50.269999999998568,-.171932820163626,-.543054301656051,1.814523979690684,-.543054301656051,-.813452232465457,.705092025452859
5029,50.279999999998566,-.177404256040272,-.551254992226327,1.821530262592956,-.551254992226327,-.826723394705427,.696117933545553
5030,50.289999999998564,-.182958366139453,-.559589522768202,1.828445390806846,-.559589522768202,-.840220517509869,.686859566008056
5031,50.299999999998562,-.188596500187366,-.568060161359837,1.835266475459800,-.568060161359837,-.853945270000628,.677307653075836
5032,50.309999999998560,-.194320030671847,-.576669191985797,1.841990533576561,-.576669191985797,-.867899161971235,.667452643014448
5033,50.319999999998558,-.200130352993231,-.585418912871389,1.848614485230992,-.585418912871389,-.882083529268998,.657284696452482
5034,50.329999999998556,-.206028885597810,-.594311634666504,1.855135150642132,-.594311634666504,-.896499518307606,.646793680900028
5035,50.339999999998554,-.212017070092331,-.603349678470077,1.861549247216513,-.603349678470077,-.911148069671966,.635969165490055
5036,50.349999999998552,-.218096371337918,-.612535373685896,1.867853386539178,-.612535373685896,-.926029900776323,.624800415983480
5037,50.359999999998550,-.224268277521655,-.621871055700091,1.874044071316250,-.621871055700091,-.941145487536278,.613276390082454
5038,50.369999999998548,-.230534300204019,-.631359063370255,1.880117692272375,-.631359063370255,-.956495045014912,.601385733100235
5039,50.379999999998546,-.236895974340215,-.641001736315717,1.886070525006865,-.641001736315717,-.972078507003082,.589116774040236
5040,50.389999999998544,-.243354858273376,-.650801411998140,1.891898726812912,-.650801411998140,-.987895504493950,.576457522141228
5041,50.399999999998542,-.249912533697473,-.660760422581151,1.897598333464839,-.660760422581151,-1.003945343012042,.563395663950379
5042,50.409999999998540,-.256570605587671,-.670881091557389,1.903165255978999,-.670881091557389,-1.020226978757617,.549918560990766
5043,50.419999999998538,-.263330702095738,-.681165730130896,1.908595277354614,-.681165730130896,-1.036738993527897,.536013248095244
5044,50.429999999998536,-.270194474408002,-.691616633342459,1.913884049301609,-.691616633342459,-1.053479568377809,.521666432484043
5045,50.439999999998534,-.277163596563235,-.702236075925105,1.919027088963283,-.702236075925105,-1.070446455984319,.506864493669310
5046,50.449999999998532,-.284239765227670,-.713026307876611,1.924019775642531,-.713026307876611,-1.087636951680310,.491593484275848
5047,50.459999999998530,-.291424699424287,-.723989549735569,1.928857347541244,-.723989549735569,-1.105047863126243,.475839131873688
5048,50.469999999998528,-.298720140213314,-.735127987547237,1.933534898523526,-.735127987547237,-1.122675478590637,.459586841924749
5049,50.479999999998526,-.306127850320775,-.746443767505125,1.938047374914396,-.746443767505125,-1.140515533813744,.442821701952754
5050,50.489999999998524,-.313649613711781,-.757938990254049,1.942389572346782,-.757938990254049,-1.158563177432733,.425528487052673
5051,50.499999999998522,-.321287235105088,-.769615704840163,1.946556132670829,-.769615704840163,-1.176812934951313,.407691666863380
5052,50.509999999998520,-.329042539425338,-.781475902293363,1.950541540940786,-.781475902293363,-1.195258671242050,.389295414134774
5053,50.519999999998518,-.336917371189220,-.793521508827354,1.954340122496115,-.793521508827354,-1.213893551575734,.370323615028359
5054,50.529999999998516,-.344913593821664,-.805754378642641,1.957946040154880,-.805754378642641,-1.232710001179151,.350759881298212
5055,50.539999999998514,-.353033088898007,-.818176286317778,1.961353291538994,-.818176286317778,-1.251699663330518,.330587564507249
5056,50.549999999998512,-.361277755307966,-.830788918774336,1.964555706552476,-.830788918774336,-1.270853356010718,.309789772441770
5057,50.559999999998510,-.369649508337062,-.843593866801267,1.967546945035558,-.843593866801267,-1.290161027138505,.288349387895286
5058,50.569999999998508,-.378150278661025,-.856592616124706,1.970320494619215,-.856592616124706,-1.309611708428974,.266249090000632
5059,50.579999999998506,-.386782011248570,-.869786538009678,1.972869668806538,-.869786538009678,-1.329193467926968,.243471378297139
5060,50.589999999998504,-.395546664167800,-.883176879380784,1.975187605309255,-.883176879380784,-1.348893361280832,.219998599727219
5061,50.599999999998502,-.404446207291348,-.896764752449655,1.977267264669707,-.896764752449655,-1.368697381836988,.195812978763909
