i,t,y1,y2,y3
5002,50.009999999998620,-1.784712713147150,.478344335713184,.187599682441320
5003,50.019999999998618,-1.788478293473602,.511785060634843,.186792607049335
5004,50.029999999998616,-1.791410433154570,.545825514973616,.186220008602750
5005,50.039999999998614,-1.793496204661323,.580391367595226,.185882581379118
5006,50.049999999998612,-1.794727394902592,.615405968768248,.185781050609016
5007,50.059999999998610,-1.795100632282906,.650790976791340,.185916178170360
5008,50.069999999998608,-1.794617438669172,.686467008560034,.186288767762503
5009,50.079999999998606,-1.793284204568462,.722354300417916,.186899669523106
5010,50.089999999998604,-1.791112088125547,.758373365357385,.187749784050452
5011,50.099999999998602,-1.788116840826367,.794445632884395,.188840065793501
5012,50.109999999998600,-1.784318564932274,.830494058622094,.190171525771519
5013,50.119999999998598,-1.779741409568631,.866443691952709,.191745233584647
5014,50.129999999998596,-1.774413213966176,.902222191612479,.193562318676241
5015,50.139999999998594,-1.768365107542704,.937760281068561,.195623970807318
5016,50.149999999998592,-1.761631077280116,.972992137614922,.197931439702940
5017,50.159999999998590,-1.754247513187950,1.007855711317810,.200486033829962
5018,50.169999999998588,-1.746252742564792,1.042292972115035,.203289118265206
5019,50.179999999998586,-1.737686563310918,1.076250085432207,.206342111612952
5020,50.189999999998584,-1.728589785763972,1.109677518543607,.209646481930609
5021,50.199999999998582,-1.719003791491118,1.142530081514916,.213203741621642
5022,50.209999999998580,-1.708970116248681,1.174766907879444,.217015441255322
5023,50.219999999998578,-1.698530062987295,1.206351381198943,.221083162273717
5024,50.229999999998576,-1.687724349406606,1.237251014343307,.225408508547560
5025,50.239999999998574,-1.676592793210355,1.267437288705418,.229993096744365
5026,50.249999999998572,-1.665174036932020,1.296885460675177,.234838545474389
5027,50.259999999998570,-1.653505313033163,1.325574342566808,.239946463182889
5028,50.269999999998568,-1.641622248949467,1.353486064867075,.245318434760685
5029,50.279999999998566,-1.629558710890053,1.380605826192672,.250956006849287
5030,50.289999999998564,-1.617346684490769,1.406921636755248,.256860671821992
5031,50.299999999998562,-1.605016189879712,1.432424060472162,.263033850428372
5032,50.309999999998560,-1.592595228324831,1.457105960165300,.269476873096524
5033,50.319999999998558,-1.580109757385171,1.480962249589153,.276190959895503
5034,50.329999999998556,-1.567583691362467,1.503989655347122,.283177199169426
5035,50.339999999998554,-1.555038923829721,1.526186491110213,.290436524864975
5036,50.349999999998552,-1.542495369079059,1.547552445958178,.297969692585414
5037,50.359999999998550,-1.529971019464139,1.568088388128287,.305777254416802
5038,50.369999999998548,-1.517482015795457,1.587796184985638,.313859532585858
5039,50.379999999998546,-1.505042728164662,1.606678539622403,.322216592023843
5040,50.389999999998544,-1.492665844813056,1.624738844150122,.330848211926868
5041,50.399999999998542,-1.480362466908573,1.641981049465675,.339753856420163
5042,50.409999999998540,-1.468142207345567,1.658409551043213,.348932644451854
5043,50.419999999998538,-1.456013291925497,1.674029090125436,.358383319060697
5044,50.429999999998536,-1.443982661508764,1.688844669552381,.368104216181735
5045,50.439999999998534,-1.432056073944641,1.702861483368237,.378093233173815
5046,50.449999999998532,-1.420238204785076,1.716084859280862,.388347797273110
5047,50.459999999998530,-1.408532745967707,1.728520213009215,.398864834196866
5048,50.469999999998528,-1.396942501813250,1.740173013535882,.409640737141373
5049,50.479999999998526,-1.385469481822789,1.751048758280793,.420671336437091
5050,50.489999999998524,-1.374114989882035,1.761152957224356,.431951870141739
5051,50.499999999998522,-1.362879709583540,1.770491125030224,.443476955868439
5052,50.509999999998520,-1.351763785465437,1.779068780246997,.455240564160303
5053,50.519999999998518,-1.340766900038063,1.786891450702300,.467235993734693
5054,50.529999999998516,-1.329888346529353,1.793964684239807,.479455848929284
5055,50.539999999998514,-1.319127097327713,1.800294063988891,.491892019687590
5056,50.549999999998512,-1.308481868138826,1.805885227396347,.504535664423253
5057,50.559999999998510,-1.297951177901816,1.810743888289634,.517377196099763
5058,50.569999999998508,-1.287533404531918,1.814875861280661,.530406271854990
5059,50.579999999998506,-1.277226836572430,1.818287087858223,.543611786487563
5060,50.589999999998504,-1.267029720849461,1.820983663555623,.556981870104527
5061,50.599999999998502,-1.256940306229829,1.822971865617824,.570503890206617
5062,50.609999999998500,-1.246956883586390,1.824258180629946,.584164458458832
5063,50.619999999998498,-1.237077822076756,1.824849331606033,.597949442359784
5064,50.629999999998496,-1.227301601841684,1.824752304074209,.611843981983669
5065,50.639999999998494,-1.217626843228736,1.823974370731718,.625832511923953
5066,50.649999999998492,-1.208052332645863,1.822523114281144,.639898788518312
5067,50.659999999998490,-1.198577045148505,1.820406448097545,.654025922380661
5068,50.669999999998488,-1.189200163863166,1.817632634415438,.668196416208782
5069,50.679999999998486,-1.179921096350279,1.814210299764535,.682392207776001
5070,50.689999999998484,-1.170739488009771,1.810148447424033,.696594717953450
5071,50.699999999998482,-1.161655232634169,1.805456466706857,.710784903546637
5072,50.709999999998480,-1.152668480216325,1.800144138927517,.724943314667512
5073,50.719999999998478,-1.143779642121967,1.794221639949990,.739050156301968
5074,50.729999999998476,-1.134989393741122,1.787699539254881,.753085353674044
5075,50.739999999998474,-1.126298674737011,1.780588795507888,.767028620953094
5076,50.749999999998472,-1.117708687016084,1.772900748653762,.780859532799955
5077,50.759999999998470,-1.109220890548277,1.764647108601213,.794557598203881
5078,50.769999999998468,-1.100836997172231,1.755839940604036,.808102336024506
5079,50.779999999998466,-1.092558962525770,1.746491647481707,.821473351623389
5080,50.789999999998464,-1.084388976247419,1.736614948858353,.834650413948307
5081,50.799999999998462,-1.076329450599679,1.726222857631833,.847613532421103
