i,t,y1,y2,y3
50002,50.000999999974169,3.327800858927874,1.637821679686871,69.279642520422811
50003,50.001999999974167,3.378010563304861,1.675644385263548,69.146770662036559
50004,50.002999999974165,3.430161327943697,1.714508968496359,69.014379371896595
50005,50.003999999974162,3.484282774302245,1.754450000205900,68.882478655081599
50006,50.004999999974160,3.540406759597202,1.795503091879190,68.751079073917111
50007,50.005999999974158,3.598567391744250,1.837704928139384,68.620191780229490
50008,50.006999999974155,3.658801046978917,1.881093300249791,68.489828549520254
50009,50.007999999974153,3.721146390177822,1.925707140635577,68.360001817177391
50010,50.008999999974151,3.785644397899724,1.971586558404492,68.230724716847291
50011,50.009999999974148,3.852338384165598,2.018772875845650,68.102011121098485
50012,50.010999999974146,3.921274028996839,2.067308665882543,67.973875684516415
50013,50.011999999974144,3.992499409730641,2.117237790453113,67.846333889376993
50014,50.012999999974141,4.066065035131505,2.168605439785902,67.719402094055624
50015,50.013999999974139,4.142023882317805,2.221458172536782,67.593097584337755
50016,50.014999999974137,4.220431436522229,2.275843956745693,67.467438627807056
50017,50.015999999974134,4.301345733704767,2.331812211567001,67.342444531497918
50018,50.016999999974132,4.384827406036719,2.389413849720512,67.218135703009892
50019,50.017999999974130,4.470939730273815,2.448701320602753,67.094533715293551
50020,50.018999999974127,4.559748679036111,2.509728653989793,66.971661375329361
50021,50.019999999974125,4.651322975011616,2.572551504253548,66.849542796934372
50022,50.020999999974123,4.745734148099800,2.637227195003058,66.728203477944803
50023,50.021999999974120,4.843056595509966,2.703814764050594,66.607670382037057
50024,50.022999999974118,4.943367644828101,2.772375008589509,66.487972025464728
50025,50.023999999974116,5.046747620064051,2.842970530456356,66.369138569004676
50026,50.024999999974114,5.153279910688761,2.915665781333870,66.251201915421632
50027,50.025999999974111,5.263051043668743,2.990527107733734,66.134195812778103
50028,50.026999999974109,5.376150758501836,3.067622795578539,66.018155963934021
50029,50.027999999974107,5.492672085254736,3.147023114180794,65.903120142599164
50030,50.028999999974104,5.612711425598436,3.228800359393028,65.789128316320799
50031,50.029999999974102,5.736368636832755,3.313028895676839,65.676222776808800
50032,50.030999999974100,5.863747118885302,3.399785196809832,65.564448278021331
50033,50.031999999974097,5.994953904263482,3.489147884917649,65.453852182455407
50034,50.032999999974095,6.130099750930434,3.581197767483352,65.344484616108417
50035,50.033999999974093,6.269299238066859,3.676017871948051,65.236398632599389
50036,50.034999999974090,6.412670864670534,3.773693477474568,65.129650386961217
50037,50.035999999974088,6.560337150933681,3.874312143399694,65.024299319638558
50038,50.036999999974086,6.712424742325122,3.977963733850004,64.920408351249208
50039,50.037999999974083,6.869064516289106,4.084740437940662,64.818044088690272
50040,50.038999999974081,7.030391691455646,4.194736784915974,64.717277043193675
50041,50.039999999974079,7.196545939237850,4.308049653523981,64.618181860958302
50042,50.040999999974076,7.367671497669850,4.424778274844765,64.520837567008229
50043,50.041999999974074,7.543917287314256,4.545024227712824,64.425327822947992
50044,50.042999999974072,7.725437029040070,4.668891425787254,64.331741199305242
50045,50.043999999974069,7.912389363440536,4.796486095228987,64.240171463169645
50046,50.044999999974067,8.104937971624860,4.927916741841392,64.150717881852430
50047,50.045999999974065,8.303251697077661,5.063294106418343,64.063485543303841
50048,50.046999999974062,8.507504668234857,5.202731106921844,63.978585694035381
50049,50.047999999974060,8.717876421373886,5.346342765978537,63.896136095298175
50050,50.048999999974058,8.934552023358803,5.494246122040323,63.816261398268892
50051,50.049999999974055,9.157722193716317,5.646560122397838,63.739093538987689
50052,50.050999999974053,9.387583425446133,5.803405496065949,63.664772153778507
50053,50.051999999974051,9.624338103887116,5.964904604376850,63.593445015858883
50054,50.052999999974048,9.868194622868614,6.131181266917723,63.525268493812675
50055,50.053999999974046,10.119367497272396,6.302360560235510,63.460408032553282
50056,50.054999999974044,10.378077471013665,6.478568586500071,63.399038657344413
50057,50.055999999974041,10.644551619317813,6.659932209068037,63.341345501368593
50058,50.056999999974039,10.919023444021001,6.846578751622073,63.287524357237182
50059,50.057999999974037,11.201732960455233,7.038635657273234,63.237782252717111
50060,50.058999999974034,11.492926774289936,7.236230103706921,63.192338050805226
50061,50.059999999974032,11.792858146489325,7.439488570124896,63.151423074107349
50062,50.060999999974030,12.101787044305111,7.648536351386536,63.115281753271674
50063,50.061999999974027,12.419980175953800,7.863497014381688,63.084172298980114
50064,50.062999999974025,12.747711006323232,8.084491791275131,63.058367396711162
50065,50.063999999974023,13.085259750709614,8.311638903849223,63.038154923147921
50066,50.064999999974020,13.432913343199397,8.545052812737483,63.023838682708458
50067,50.065999999974018,13.790965375874457,8.784843384889179,63.015739162214857
50068,50.066999999974016,14.159716004528169,9.031114972135336,63.014194301184318
50069,50.067999999974013,14.539471816027405,9.283965393242944,63.019560274611116
50070,50.068999999974011,14.930545651833899,9.543484811350350,63.032212284401901
50071,50.069999999974009,15.333256381499719,9.809754498178046,63.052545354818193
50072,50.070999999974006,15.747928619166714,10.082845475911743,63.080975126356222
50073,50.071999999974004,16.174892375219400,10.362817027167278,63.117938641443168
50074,50.072999999974002,16.614482634254014,10.649715062979753,63.163895114135585
50075,50.073999999973999,17.067038849422531,10.943570338325333,63.219326674655797
50076,50.074999999973997,17.532904341977247,11.244396504299081,63.284739078078807
50077,50.075999999973995,18.012425593466777,11.552187985755266,63.360662364769340
50078,50.076999999973992,18.505951416505290,11.866917672990931,63.447651458248359
50079,50.077999999973990,19.013831988340627,12.188534415946844,63.546286684023073
50080,50.078999999973988,19.536417729571092,12.516960309445549,63.657174190526348
